,Run,SRA,Model,Assay,LibrarySelection,Class,Part.of.microRNAOme.1,CellType,batch.used.in.the.normalization.approaches,group.used.in.the.normalization.approaches,Total_reads,Total.Filtered.reads,Trimmed.Reads..unique.,All_miRNA_Reads,Filtered_miRNA_Reads,Unique_miRNAs,Hairpin.miRNAs.Reads,mature.tRNA.Reads,primary.tRNA.Reads,snoRNA.Reads,rRNA.Reads,Other.ncRNA.reads,mRNA.Reads,Remaining.Reads,Experiment,BioProject,Sample,BioSample,CenterName,DOI,PMID
SRR4027377,SRR4027377,SRP081654,Illumina HiSeq 2000,miRNA-Seq,RANDOM,Stem,No,iPSC_skin,157.0,7.0,3675675.0,3335153.0,268619.0,1679841.0,1673384.0,741.0,5150.0,226336.0,4232.0,116263.0,618662.0,296132.0,23667.0,364870.0,SRX2019311,PRJNA338817,SRS1615058,SAMN05559168,SAGE BIONETWORKS,DOI: 10.1016/j.stemcr.2016.05.006,27293150
SRR4027378,SRR4027378,SRP081654,Illumina HiSeq 2000,miRNA-Seq,RANDOM,Stem,No,iPSC_skin,157.0,7.0,8287355.0,7929409.0,398206.0,2833268.0,2824059.0,802.0,29565.0,828020.0,10367.0,275933.0,2308663.0,902197.0,82059.0,659337.0,SRX2019312,PRJNA338817,SRS1614953,SAMN05559169,SAGE BIONETWORKS,DOI: 10.1016/j.stemcr.2016.05.006,27293150
SRR5030282,SRR5030282,SRP093752,NextSeq 500,miRNA-Seq,size fractionation,Immune,No,Thymocyte_CD4_CD8,129.0,4.0,6331708.0,5909658.0,513426.0,4477084.0,4466211.0,539.0,2937.0,297191.0,7200.0,133597.0,190788.0,174378.0,25246.0,601237.0,SRX2355612,PRJNA354349,SRS1805003,SAMN06029247,GEO,DOI: 10.1038/s41598-017-08148-x,28801656
SRR5030283,SRR5030283,SRP093752,NextSeq 500,miRNA-Seq,size fractionation,Immune,No,Thymocyte_CD4_CD8,129.0,4.0,6148447.0,5741418.0,508962.0,4353900.0,4343211.0,542.0,2925.0,284140.0,6818.0,128531.0,183798.0,169087.0,24019.0,588200.0,SRX2355612,PRJNA354349,SRS1805003,SAMN06029247,GEO,DOI: 10.1038/s41598-017-08148-x,28801656
SRR5030285,SRR5030285,SRP093752,NextSeq 500,miRNA-Seq,size fractionation,Immune,No,Thymocyte_CD4_CD8,129.0,4.0,6248019.0,5831810.0,525580.0,4398754.0,4388015.0,548.0,2813.0,292327.0,6952.0,130991.0,188529.0,172069.0,25125.0,614250.0,SRX2355612,PRJNA354349,SRS1805003,SAMN06029247,GEO,DOI: 10.1038/s41598-017-08148-x,28801656
SRR8587091,SRR8587091,SRP186158,NextSeq 500,miRNA-Seq,size fractionation,Endothelial,No,Endothelial_cell_microvascular,87.0,20.0,14865283.0,14372829.0,333596.0,3076060.0,3063303.0,654.0,3031.0,189805.0,10171.0,96735.0,394593.0,92520.0,87618.0,10422296.0,SRX5387636,PRJNA522973,SRS4376082,SAMN10962192,GEO,DOI: 10.7554/eLife.46007,31478836
SRR6696825,SRR6696825,SRP132514,Illumina HiSeq 2500,miRNA-Seq,size fractionation,Fibroblast,No,Fibroblast_foreskin_neonatal,131.0,24.0,5604638.0,5106251.0,120286.0,3940123.0,3936810.0,555.0,997.0,571401.0,2144.0,78293.0,220572.0,67494.0,17893.0,207334.0,SRX3671073,PRJNA433554,SRS2932380,SAMN08502992,GEO,-,-
SRR6696826,SRR6696826,SRP132514,Illumina HiSeq 2500,miRNA-Seq,size fractionation,Fibroblast,No,Fibroblast_foreskin_neonatal,131.0,24.0,10401439.0,8866893.0,203595.0,6921525.0,6914330.0,666.0,3106.0,736517.0,11824.0,172057.0,492958.0,141690.0,30065.0,357151.0,SRX3671074,PRJNA433554,SRS2932382,SAMN08502991,GEO,-,-
SRR5755946,SRR5755946,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD8_lymphocyte,158.0,4.0,3640269.0,3219647.0,164346.0,687601.0,685146.0,323.0,1825.0,126521.0,219.0,396131.0,146073.0,138878.0,17420.0,1704979.0,SRX2956126,PRJNA391912,SRS2313328,SAMN07277523,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5756100,SRR5756100,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD19_lymphocyte,158.0,4.0,14418024.0,12210305.0,321311.0,3563023.0,3550065.0,554.0,1814.0,229637.0,1217.0,1117641.0,603576.0,348390.0,50357.0,6294650.0,SRX2956280,PRJNA391912,SRS2313483,SAMN07277759,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5755991,SRR5755991,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD19_lymphocyte,158.0,4.0,11189732.0,7232075.0,379075.0,2710170.0,2698518.0,500.0,2966.0,311519.0,1987.0,750001.0,525463.0,255605.0,53255.0,2621109.0,SRX2956171,PRJNA391912,SRS2313374,SAMN07277780,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5755952,SRR5755952,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD4_lymphocyte,158.0,4.0,2405857.0,2171779.0,174030.0,978921.0,975078.0,370.0,1916.0,472752.0,270.0,296123.0,106295.0,116430.0,27758.0,171314.0,SRX2956132,PRJNA391912,SRS2313335,SAMN07277517,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5755955,SRR5755955,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD15_cell,158.0,11.0,2318251.0,1789427.0,30271.0,86958.0,86194.0,247.0,64.0,82313.0,2.0,7225.0,21508.0,37481.0,1283.0,1552593.0,SRX2956135,PRJNA391912,SRS2313338,SAMN07277630,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5755957,SRR5755957,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD56_cell,158.0,13.0,3813211.0,3161688.0,98366.0,559448.0,557661.0,337.0,2686.0,892117.0,82.0,82946.0,87759.0,61651.0,8720.0,1466279.0,SRX2956137,PRJNA391912,SRS2313340,SAMN07277628,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5755959,SRR5755959,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD4_lymphocyte,158.0,4.0,4270650.0,3931143.0,204279.0,2154105.0,2149816.0,447.0,1706.0,502160.0,346.0,638842.0,176127.0,207744.0,29386.0,220727.0,SRX2956139,PRJNA391912,SRS2313342,SAMN07277626,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5755965,SRR5755965,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,RBC,No,Red_blood_cell,158.0,49.0,2040382.0,1554456.0,13704.0,71684.0,71377.0,121.0,81.0,841.0,0.0,149.0,2779.0,8472.0,60.0,1470390.0,SRX2956145,PRJNA391912,SRS2313348,SAMN07277620,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5755967,SRR5755967,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD8_lymphocyte,158.0,4.0,4200633.0,3823245.0,190899.0,530143.0,527625.0,316.0,8426.0,946134.0,153.0,352371.0,145342.0,152585.0,26677.0,1661414.0,SRX2956147,PRJNA391912,SRS2313350,SAMN07277618,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5755969,SRR5755969,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD15_cell,158.0,11.0,2372332.0,2249219.0,21758.0,55108.0,54524.0,213.0,31.0,17543.0,1.0,6011.0,11657.0,30139.0,803.0,2127926.0,SRX2956149,PRJNA391912,SRS2313352,SAMN07277616,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5755970,SRR5755970,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD19_lymphocyte,158.0,4.0,2634819.0,1899985.0,40727.0,78070.0,77228.0,178.0,142.0,9994.0,60.0,46276.0,29541.0,17620.0,3783.0,1714499.0,SRX2956150,PRJNA391912,SRS2313353,SAMN07277615,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5755971,SRR5755971,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD56_cell,158.0,13.0,7347990.0,5675532.0,287750.0,2714133.0,2705622.0,496.0,3321.0,654905.0,362.0,207101.0,339293.0,135165.0,33028.0,1588224.0,SRX2956151,PRJNA391912,SRS2313354,SAMN07277614,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5755973,SRR5755973,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD4_lymphocyte,158.0,4.0,3032437.0,2728383.0,160136.0,1216422.0,1212672.0,410.0,2017.0,655066.0,222.0,358517.0,108463.0,126677.0,21736.0,239263.0,SRX2956153,PRJNA391912,SRS2313356,SAMN07277642,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5755882,SRR5755882,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD4_lymphocyte,158.0,4.0,2348989.0,2264738.0,81464.0,391089.0,389411.0,294.0,1430.0,359483.0,26.0,130088.0,69543.0,54222.0,7646.0,1251211.0,SRX2956062,PRJNA391912,SRS2313265,SAMN07277725,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5755887,SRR5755887,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD56_cell,158.0,13.0,2155560.0,2037588.0,69789.0,515687.0,513913.0,295.0,1001.0,349782.0,33.0,40244.0,50452.0,31299.0,5474.0,1043616.0,SRX2956067,PRJNA391912,SRS2313270,SAMN07277720,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5755889,SRR5755889,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD4_lymphocyte,158.0,4.0,4492765.0,4280341.0,238073.0,760850.0,757131.0,340.0,1889.0,663702.0,76.0,330113.0,153437.0,144925.0,39042.0,2186307.0,SRX2956069,PRJNA391912,SRS2313272,SAMN07277718,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5755891,SRR5755891,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD14_cell,158.0,11.0,7389719.0,6590042.0,226807.0,935176.0,927363.0,459.0,1726.0,2776461.0,89.0,80319.0,134149.0,161711.0,35286.0,2465125.0,SRX2956071,PRJNA391912,SRS2313274,SAMN07277716,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5755919,SRR5755919,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD14_cell,158.0,11.0,4375111.0,4176059.0,168096.0,1301948.0,1291339.0,460.0,2250.0,381332.0,100.0,104623.0,110544.0,102984.0,23524.0,2148754.0,SRX2956099,PRJNA391912,SRS2313302,SAMN07277387,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5755931,SRR5755931,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD4_lymphocyte,158.0,4.0,6731714.0,6088227.0,350847.0,1381369.0,1374896.0,399.0,3982.0,990066.0,292.0,547780.0,244184.0,216657.0,49299.0,2654598.0,SRX2956111,PRJNA391912,SRS2313314,SAMN07277508,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5755932,SRR5755932,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD8_lymphocyte,158.0,4.0,7544662.0,7375346.0,168846.0,414501.0,410401.0,316.0,2209.0,3415431.0,105.0,230319.0,180898.0,95533.0,18464.0,3017886.0,SRX2956112,PRJNA391912,SRS2313315,SAMN07277507,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5755940,SRR5755940,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD14_cell,158.0,11.0,2920223.0,2471399.0,198231.0,1394746.0,1389490.0,501.0,2173.0,513924.0,170.0,94642.0,119351.0,97966.0,33002.0,215425.0,SRX2956120,PRJNA391912,SRS2313322,SAMN07277499,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5755943,SRR5755943,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD56_cell,158.0,13.0,9159543.0,8386094.0,471308.0,2700288.0,2691204.0,499.0,15328.0,2148371.0,709.0,533905.0,330049.0,288871.0,62457.0,2306116.0,SRX2956123,PRJNA391912,SRS2313326,SAMN07277526,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5755947,SRR5755947,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD14_cell,158.0,11.0,3930246.0,3566620.0,195919.0,1093139.0,1089875.0,466.0,5618.0,473357.0,136.0,156074.0,137056.0,145719.0,28152.0,1527369.0,SRX2956127,PRJNA391912,SRS2313330,SAMN07277522,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR10263392,SRR10263392,SRP225193,NextSeq 500,RNA-Seq,cDNA,Immune,No,T_lymphocyte,160.0,4.0,4395390.0,4149726.0,267849.0,642407.0,639071.0,292.0,2108.0,864687.0,2005.0,757086.0,878836.0,406253.0,75859.0,520485.0,SRX6979924,PRJNA576920,SRS5504920,SAMN13014700,GEO,DOI: 10.1038/s41587-021-00936-1,34140680
SRR10263394,SRR10263394,SRP225193,NextSeq 500,RNA-Seq,cDNA,Immune,No,T_lymphocyte,160.0,4.0,4378517.0,4134267.0,265595.0,640269.0,636992.0,293.0,2108.0,864104.0,1963.0,751842.0,875076.0,405830.0,75040.0,518035.0,SRX6979924,PRJNA576920,SRS5504920,SAMN13014700,GEO,DOI: 10.1038/s41587-021-00936-1,34140680
SRR10263408,SRR10263408,SRP225193,NextSeq 500,RNA-Seq,cDNA,Immune,No,CD14_cell,160.0,11.0,5133684.0,4836135.0,240356.0,478311.0,475361.0,339.0,1314.0,2427474.0,432.0,157875.0,694951.0,227838.0,56651.0,791289.0,SRX6979927,PRJNA576920,SRS5504923,SAMN13014705,GEO,DOI: 10.1038/s41587-021-00936-1,34140680
SRR10282882,SRR10282882,SRP225753,Illumina HiSeq 2500,miRNA-Seq,size fractionation,Platelet,No,Platelet,127.0,30.0,13089641.0,12910423.0,649689.0,1132461.0,1122047.0,445.0,828.0,5516506.0,16.0,58086.0,1264594.0,2957493.0,29241.0,1951198.0,SRX6995897,PRJNA577688,SRS5517627,SAMN13032387,GEO,-,-
DRR041556,DRR041556,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Muscle,No,Smooth_muscle_cell_subclavian_artery,159.0,56.0,1595587.0,1420206.0,61603.0,754352.0,753239.0,431.0,914.0,351413.0,2646.0,26734.0,183227.0,31630.0,5912.0,63378.0,DRX037190,PRJDB2675,DRS008395,SAMD00005893,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041529,DRR041529,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Epithelial,No,Urothelial_cell,159.0,63.0,1863050.0,1620161.0,96748.0,542729.0,540757.0,450.0,1815.0,75986.0,2289.0,75556.0,709052.0,54895.0,13534.0,144305.0,DRX037163,PRJDB2675,DRS008418,SAMD00005904,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
SRR10282893,SRR10282893,SRP225753,Illumina HiSeq 2500,miRNA-Seq,size fractionation,Platelet,No,Platelet,127.0,30.0,14437081.0,14287810.0,638620.0,1448416.0,1424846.0,442.0,1723.0,7185466.0,531.0,185657.0,1893665.0,1436483.0,25830.0,2110039.0,SRX6995904,PRJNA577688,SRS5517634,SAMN13032380,GEO,-,-
SRR10282892,SRR10282892,SRP225753,Illumina HiSeq 2500,miRNA-Seq,size fractionation,Platelet,No,Platelet,127.0,30.0,18974047.0,18757157.0,631217.0,1964642.0,1939078.0,535.0,2408.0,9932704.0,848.0,253714.0,2672994.0,1996368.0,39232.0,1894247.0,SRX6995904,PRJNA577688,SRS5517634,SAMN13032380,GEO,-,-
SRR10282884,SRR10282884,SRP225753,Illumina HiSeq 2500,miRNA-Seq,size fractionation,Platelet,No,Platelet,127.0,30.0,12767440.0,12508288.0,667232.0,1163247.0,1150975.0,467.0,805.0,4022034.0,29.0,91091.0,1295239.0,4152028.0,24323.0,1759492.0,SRX6995898,PRJNA577688,SRS5517628,SAMN13032386,GEO,-,-
DRR041567,DRR041567,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Muscle,No,Smooth_muscle_cell_coronary_artery,159.0,56.0,792348.0,678815.0,55681.0,331005.0,329626.0,380.0,663.0,138593.0,1536.0,12879.0,115216.0,15579.0,5435.0,57909.0,DRX037201,PRJDB2675,DRS008379,SAMD00004755,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041518,DRR041518,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Other,No,Sertoli_cell,159.0,55.0,2309957.0,1992486.0,84528.0,1419879.0,1418043.0,492.0,729.0,88741.0,3831.0,76482.0,272417.0,39895.0,6096.0,84416.0,DRX037152,PRJDB2675,DRS008343,SAMD00005284,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041577,DRR041577,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Muscle,No,Smooth_muscle_cell_lung,159.0,56.0,3644702.0,3394126.0,149433.0,749410.0,746805.0,467.0,2562.0,592164.0,3241.0,70188.0,1633181.0,78969.0,20965.0,243446.0,DRX037211,PRJDB2675,DRS008396,SAMD00005939,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041565,DRR041565,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Muscle,No,Myoblast,159.0,37.0,1220794.0,1078710.0,59965.0,373201.0,371722.0,404.0,1136.0,151419.0,5496.0,17910.0,415962.0,19736.0,5826.0,88024.0,DRX037199,PRJDB2675,DRS008260,SAMD00005337,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
SRR1055961,SRR1055961,SRP034654,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Muscle,SRR1055961,Myotube,108.0,37.0,15093056.0,15060241.0,243060.0,13993802.0,13981925.0,573.0,9238.0,217454.0,46013.0,51074.0,153887.0,64122.0,31370.0,493281.0,SRX396801,PRJNA231903,SRS517780,SAMN02463571,UNIVERSIT?Ç DEGLI STUDI DI MILANO BICOCCA,-,-
SRR1055962,SRR1055962,SRP034654,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Muscle,SRR1055962,Myoblast,108.0,37.0,11503540.0,11441739.0,315051.0,9633517.0,9591411.0,624.0,8157.0,463031.0,49771.0,41606.0,168700.0,78155.0,25108.0,973694.0,SRX497716,PRJNA231903,SRS579681,SAMN02463572,UNIVERSIT?Ç DEGLI STUDI DI MILANO BICOCCA,-,-
SRR1055963,SRR1055963,SRP034654,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Muscle,SRR1055963,Myotube,108.0,37.0,14281046.0,14258374.0,184684.0,13416235.0,13407689.0,570.0,8240.0,198826.0,45359.0,53703.0,83936.0,60489.0,29902.0,361684.0,SRX497757,PRJNA231903,SRS579685,SAMN02463573,UNIVERSIT?Ç DEGLI STUDI DI MILANO BICOCCA,-,-
SRR1200834,SRR1200834,SRP034654,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Muscle,SRR1200834,Myoblast,108.0,37.0,12129169.0,12106287.0,264915.0,10908043.0,10888506.0,638.0,9809.0,381814.0,82012.0,41418.0,52567.0,52235.0,21587.0,556802.0,SRX501857,PRJNA231903,SRS582902,SAMN02463574,UNIVERSIT?Ç DEGLI STUDI DI MILANO BICOCCA,-,-
SRR1200888,SRR1200888,SRP034654,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Muscle,SRR1200888,Myotube,108.0,37.0,13540248.0,13514401.0,155563.0,12868863.0,12860370.0,537.0,6081.0,130389.0,23236.0,26301.0,53840.0,39736.0,61617.0,304338.0,SRX501858,PRJNA231903,SRS582903,SAMN02463575,UNIVERSIT?Ç DEGLI STUDI DI MILANO BICOCCA,-,-
SRR1200890,SRR1200890,SRP034654,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Muscle,SRR1200890,Myoblast,108.0,37.0,13429149.0,13367911.0,368588.0,11694964.0,11674375.0,620.0,15447.0,433832.0,78898.0,59104.0,85495.0,94504.0,40640.0,865027.0,SRX501859,PRJNA231903,SRS582904,SAMN02463576,UNIVERSIT?Ç DEGLI STUDI DI MILANO BICOCCA,-,-
DRR041576,DRR041576,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Muscle,No,Satellite_cell,159.0,52.0,2500544.0,2304670.0,116769.0,524836.0,521148.0,500.0,2197.0,494259.0,9196.0,41806.0,934230.0,47839.0,16252.0,234055.0,DRX037210,PRJDB2675,DRS008352,SAMD00005750,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041631,DRR041631,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Muscle,No,Smooth_muscle_cell_pulmonary_artery,159.0,56.0,1103046.0,1017424.0,50206.0,705870.0,704748.0,406.0,1287.0,110833.0,2584.0,14609.0,117106.0,16620.0,4462.0,44053.0,DRX037265,PRJDB2675,DRS008391,SAMD00005726,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041381,DRR041381,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Epithelial,No,Keratinocyte,159.0,28.0,1294942.0,886249.0,58805.0,593686.0,590495.0,416.0,3094.0,56351.0,3093.0,29707.0,90637.0,21526.0,9921.0,78234.0,DRX037015,PRJDB2675,DRS008204,SAMD00005531,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041402,DRR041402,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Epithelial,No,Keratinocyte,159.0,28.0,1060230.0,771537.0,63449.0,266341.0,264845.0,373.0,2034.0,98204.0,1663.0,56721.0,208220.0,46460.0,8991.0,82903.0,DRX037036,PRJDB2675,DRS008207,SAMD00004992,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041392,DRR041392,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Muscle,No,Smooth_muscle_cell_pulmonary_artery,159.0,56.0,1387285.0,879881.0,48517.0,587529.0,585815.0,457.0,463.0,42299.0,3478.0,22375.0,147768.0,20318.0,4320.0,51331.0,DRX037026,PRJDB2675,DRS008390,SAMD00005179,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041500,DRR041500,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Muscle,No,Smooth_muscle_cell_internal_thoracic,159.0,56.0,2313799.0,2032212.0,86025.0,1141833.0,1139411.0,476.0,1916.0,108333.0,4292.0,56716.0,545477.0,47770.0,11215.0,114660.0,DRX037134,PRJDB2675,DRS008385,SAMD00005552,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041371,DRR041371,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Muscle,No,Smooth_muscle_cell_prostate,159.0,56.0,1562519.0,1309025.0,74673.0,760374.0,756104.0,520.0,1107.0,142468.0,8655.0,45729.0,210482.0,40451.0,8632.0,91127.0,DRX037005,PRJDB2675,DRS008387,SAMD00005720,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041420,DRR041420,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Other,No,Synovial_cell,159.0,59.0,1862849.0,1647730.0,58400.0,1309706.0,1307802.0,516.0,1055.0,88370.0,3177.0,45920.0,111530.0,22014.0,8854.0,57104.0,DRX037054,PRJDB2675,DRS008409,SAMD00005012,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
SRR4176827,SRR4176827,SRP090091,Illumina HiSeq 2500,ncRNA-Seq,size fractionation,Fibroblast,No,Fibroblast_endometrial_stroma,113.0,24.0,19245047.0,15132581.0,794273.0,7606111.0,7574192.0,710.0,15338.0,689906.0,23716.0,1068741.0,3077536.0,724110.0,257793.0,1669330.0,SRX2141434,PRJNA342633,SRS1673239,SAMN05733300,GEO,DOI: 10.1095/biolreprod.116.142547,28395321
SRR4176826,SRR4176826,SRP090091,Illumina HiSeq 2500,ncRNA-Seq,size fractionation,Fibroblast,No,Fibroblast_endometrial_stroma,113.0,24.0,24676679.0,19071793.0,948040.0,9294145.0,9270734.0,746.0,18062.0,836383.0,30494.0,1276889.0,4379654.0,914257.0,322173.0,1999736.0,SRX2141433,PRJNA342633,SRS1673238,SAMN05733301,GEO,DOI: 10.1095/biolreprod.116.142547,28395321
SRR4176825,SRR4176825,SRP090091,Illumina HiSeq 2500,ncRNA-Seq,size fractionation,Fibroblast,No,Fibroblast_endometrial_stroma,113.0,24.0,22818274.0,16859410.0,887881.0,8099708.0,8062271.0,737.0,16878.0,828343.0,26219.0,1081163.0,3830090.0,727602.0,266797.0,1982610.0,SRX2141432,PRJNA342633,SRS1673237,SAMN05733302,GEO,DOI: 10.1095/biolreprod.116.142547,28395321
SRR4176824,SRR4176824,SRP090091,Illumina HiSeq 2500,ncRNA-Seq,size fractionation,Fibroblast,No,Fibroblast_endometrial_stroma,113.0,24.0,21649549.0,16573748.0,803624.0,7792197.0,7769306.0,772.0,15637.0,741194.0,34885.0,1093179.0,4073668.0,788709.0,242897.0,1791382.0,SRX2141431,PRJNA342633,SRS1673236,SAMN05733303,GEO,DOI: 10.1095/biolreprod.116.142547,28395321
SRR4176823,SRR4176823,SRP090091,Illumina HiSeq 2500,ncRNA-Seq,size fractionation,Fibroblast,No,Fibroblast_endometrial_stroma,113.0,24.0,18854671.0,15215157.0,792512.0,7512567.0,7477514.0,719.0,17944.0,786525.0,30515.0,1111495.0,2876014.0,722425.0,303794.0,1853878.0,SRX2141430,PRJNA342633,SRS1673235,SAMN05733304,GEO,DOI: 10.1095/biolreprod.116.142547,28395321
SRR4176822,SRR4176822,SRP090091,Illumina HiSeq 2500,ncRNA-Seq,size fractionation,Fibroblast,No,Fibroblast_endometrial_stroma,113.0,24.0,27100527.0,21587212.0,984710.0,10177787.0,10154314.0,782.0,21423.0,880900.0,41878.0,1551451.0,5119119.0,1077305.0,410035.0,2307314.0,SRX2141429,PRJNA342633,SRS1673234,SAMN05733305,GEO,DOI: 10.1095/biolreprod.116.142547,28395321
SRR4176821,SRR4176821,SRP090091,Illumina HiSeq 2500,ncRNA-Seq,size fractionation,Fibroblast,No,Fibroblast_endometrial_stroma,113.0,24.0,15994102.0,12594037.0,651929.0,6610544.0,6585268.0,673.0,11449.0,510257.0,19704.0,898428.0,2355550.0,609418.0,243836.0,1334851.0,SRX2141428,PRJNA342633,SRS1673233,SAMN05733306,GEO,DOI: 10.1095/biolreprod.116.142547,28395321
SRR4176820,SRR4176820,SRP090091,Illumina HiSeq 2500,ncRNA-Seq,size fractionation,Fibroblast,No,Fibroblast_endometrial_stroma,113.0,24.0,21941832.0,16442239.0,739019.0,8012293.0,7993811.0,736.0,13216.0,596761.0,26969.0,1177354.0,3964523.0,818564.0,204898.0,1627661.0,SRX2141427,PRJNA342633,SRS1673232,SAMN05733307,GEO,DOI: 10.1095/biolreprod.116.142547,28395321
SRR4176819,SRR4176819,SRP090091,Illumina HiSeq 2500,ncRNA-Seq,size fractionation,Fibroblast,No,Fibroblast_endometrial_stroma,113.0,24.0,23483135.0,16772934.0,782315.0,8302519.0,8267201.0,699.0,10837.0,842384.0,25912.0,1422714.0,3329060.0,894935.0,186768.0,1757805.0,SRX2141426,PRJNA342633,SRS1673231,SAMN05733308,GEO,DOI: 10.1095/biolreprod.116.142547,28395321
